# 	Wavelength	 Divided_Spectra	 Divided_Error
1.035563000000000102e+03 1.112158536112858309e+00 1.514074576164806674e-01
1.035800999999999931e+03 1.017249381366266414e+00 8.899859594255865591e-02
1.036039999999999964e+03 1.067026227999929411e+00 8.615142462937959433e-02
1.036278000000000020e+03 1.228789901004446072e+00 1.593898694334484334e-01
1.036517000000000053e+03 1.116877419905689228e+00 1.737768664045416800e-01
1.036756000000000085e+03 8.518462987275329246e-01 8.812915363606080299e-02
1.036993999999999915e+03 8.075507543203591654e-01 7.656922653040122706e-02
1.037232999999999947e+03 8.707432962293930601e-01 8.275641806039507609e-02
1.037471999999999980e+03 9.028537808742269632e-01 8.394943681886060660e-02
1.037711000000000013e+03 9.540964142865711040e-01 8.815441756937049400e-02
1.037950000000000045e+03 9.171724933224374432e-01 9.232146115804358566e-02
1.038189000000000078e+03 9.244456746060739638e-01 8.946698224565302615e-02
1.038428000000000111e+03 9.177760496820248637e-01 8.314786416611456843e-02
1.038666999999999916e+03 1.026435438350651319e+00 8.891250254108969131e-02
1.038905999999999949e+03 9.636166460619070007e-01 8.580412353582746177e-02
1.039145999999999958e+03 9.105917397934087942e-01 8.739478608431935913e-02
1.039384999999999991e+03 9.259566958007645621e-01 9.266231942442079705e-02
1.039624000000000024e+03 8.943329552822721906e-01 8.796764887624620999e-02
1.039864000000000033e+03 9.283800589295898575e-01 8.902794171912320476e-02
1.040103000000000065e+03 8.954613679105932755e-01 7.874176313100141045e-02
1.040343000000000075e+03 9.562113270485610439e-01 1.293451509036452340e-01
1.040582000000000107e+03 1.034999168757536836e+00 1.640921540844726689e-01
1.040821999999999889e+03 1.275464523796810967e+00 1.952345826099101400e-01
1.041061999999999898e+03 8.006217813724655352e-01 1.046632676044327859e-01
1.041300999999999931e+03 9.109037441867536833e-01 8.530557363369266344e-02
1.041541999999999916e+03 8.492833308296809935e-01 9.661295203915398755e-02
1.041780999999999949e+03 7.826126015491752241e-01 9.078471183757678975e-02
1.042020999999999958e+03 9.833326633900038027e-01 8.145712930222032133e-02
1.042260999999999967e+03 7.801802648720698175e-01 8.596827193791406474e-02
1.042500999999999976e+03 1.208170773983806789e+00 9.553059216969428391e-02
1.042740999999999985e+03 7.171969295684286205e-01 9.614296578490606759e-02
1.042980999999999995e+03 8.386821942536099028e-01 1.222780059294887867e-01
1.043221000000000004e+03 1.089451624009112329e+00 1.703183954243395470e-01
1.043461999999999989e+03 8.996341344945026908e-01 2.246944749426275922e-01
1.043701999999999998e+03 1.159771366510192969e+00 2.856673637285094824e-01
1.043942000000000007e+03 1.041091425470711540e+00 1.754986803940105922e-01
1.044182000000000016e+03 1.181597717823689608e+00 2.100085115190457319e-01
1.044423000000000002e+03 7.779115599843003936e-01 1.123432605541742901e-01
1.044663000000000011e+03 8.561766966941206647e-01 1.263595246522813964e-01
1.044903999999999996e+03 8.421605697798416612e-01 1.118877809090818437e-01
1.045144999999999982e+03 7.969752244988571599e-01 6.951353642697635782e-02
1.045384999999999991e+03 9.606054122373800519e-01 1.266104161234610503e-01
1.045625999999999976e+03 8.778978679554587661e-01 1.365964198928170115e-01
1.045866999999999962e+03 8.624770969900338313e-01 1.487720219164485325e-01
1.046107999999999947e+03 8.472578180610760290e-01 1.426697783251033025e-01
1.046348999999999933e+03 9.705002453347281177e-01 1.633559665928887017e-01
1.046589999999999918e+03 1.150249700749065962e+00 1.883700508259852635e-01
1.046830999999999904e+03 9.894910404658210368e-01 1.497427770889867005e-01
1.047071999999999889e+03 9.705681737866544978e-01 1.557729560324480622e-01
1.047313000000000102e+03 1.032255877649318698e+00 1.714966869303204688e-01
